county,precinct,office,district,party,candidate,votes,early_voting,election_day
Medina,4C,President,,DEM,Martin J. O'Malley,0,0,0
Medina,4C,President,,DEM,Calvis L. Hawes,0,0,0
Medina,4C,President,,DEM,Bernie Sanders,20,9,11
Medina,4C,U.S. House,23,REP,"William ""Hart"" Peterson",36,15,21
Medina,4C,U.S. House,23,REP,Will Hurd,123,67,56
Medina,4C,U.S. House,23,DEM,Lee Keenen,10,5,5
Medina,4C,U.S. House,23,DEM,Pete P. Gallego,70,13,57
Medina,4C,Railroad Commissioner,,REP,Gary Gates,34,19,15
Medina,4C,Railroad Commissioner,,REP,John Greytok,5,3,2
Medina,4C,Railroad Commissioner,,REP,Weston Martinez,27,13,14
Medina,4C,Railroad Commissioner,,REP,Ron Hale,20,9,11
Medina,4C,Railroad Commissioner,,REP,Lance N. Christian,23,9,14
Medina,4C,Railroad Commissioner,,REP,Doug Jeffrey,14,7,7
Medina,4C,Railroad Commissioner,,REP,Wayne Christian,33,18,15
Medina,4C,Railroad Commissioner,,DEM,Lon Burnam,6,1,5
Medina,4C,Railroad Commissioner,,DEM,Grady Yarbrough,35,9,26
Medina,4C,Railroad Commissioner,,DEM,Cody Garrett,28,4,24
Medina,4C,"Justice, Supreme Court Place 3",,REP,Debra Lehmann,104,58,46
Medina,4C,"Justice, Supreme Court Place 3",,REP,Micahel Massengale,48,21,27
Medina,4C,"Justice, Supreme Court Place 3",,DEM,Mike Westergren,57,14,43
Medina,4C,"Justice, Supreme Court Place 5",,REP,Rick Green,93,49,44
Medina,4C,"Justice, Supreme Court Place 5",,REP,Paul Green,56,26,30
Medina,4C,"Justice, Supreme Court Place 5",,DEM,Dori Contreras Garza,75,15,60
Medina,4C,"Justice, Supreme Court Place 9",,REP,Joe Pool,66,33,33
Medina,4C,"Justice, Supreme Court Place 9",,REP,Eva Guzman,87,46,41
Medina,4C,"Justice, Supreme Court Place 9",,DEM,Savannah Robinson,68,15,53
Medina,4C,"Judge, Court of Criminal Appeals Place 2",,REP,Ray Wheless,62,26,36
Medina,4C,"Judge, Court of Criminal Appeals Place 2",,REP,Mary Lou Keel,55,32,23
Medina,4C,"Judge, Court of Criminal Appeals Place 2",,REP,Chris Oldner,30,17,13
Medina,4C,"Judge, Court of Criminal Appeals Place 2",,DEM,"Lawerence ""Larry"" Meyers",66,13,53
Medina,4C,"Judge, Court of Criminal Appeals Place 5",,REP,Scott Walker,64,36,28
Medina,4C,"Judge, Court of Criminal Appeals Place 5",,REP,Brent Webster,18,9,9
Medina,4C,"Judge, Court of Criminal Appeals Place 5",,REP,Steve Smith,33,16,17
Medina,4C,"Judge, Court of Criminal Appeals Place 5",,REP,Sid Harle,37,16,21
Medina,4C,"Judge, Court of Criminal Appeals Place 5",,DEM,Betsy Johnson,66,14,52
Medina,4C,"Judge, Court of Criminal Appeals Place 6",,REP,Richard Davis,96,47,49
Medina,4C,"Judge, Court of Criminal Appeals Place 6",,REP,Michael E. Keasler,54,29,25
Medina,4C,"Judge, Court of Criminal Appeals Place 6",,DEM,Robert Burns,64,13,51
Medina,4C,"Member, State Board of Education Dis. 1",,DEM,Georgina Perez,46,10,36
Medina,4C,"Member, State Board of Education Dis. 1",,DEM,Lynn Oliver,12,5,7
Medina,4C,"Member, State Board of Education Dis. 1",,DEM,"Joe Fierro, Jr.",16,2,14
Medina,4C,State Senator,19,REP,Peter P. Flores,134,68,66
Medina,4C,State Senator,19,DEM,Helen Madia,41,10,31
Medina,4C,State Senator,19,DEM,Carlos I. Uresti ,41,8,33
Medina,4C,State Representative,53,REP,Andrew Murr,140,71,69
Medina,4C,State Representative,53,DEM,Stephanie Lochte Ertel,62,14,48
Medina,4C,Justice 4th Court of Appeals District Place 6,,REP,Jason Pulliam,138,70,68
Medina,4C,Justice 4th Court of Appeals District Place 6,,DEM,Irene Rios,73,15,58
Medina,4C,PROPOSITION 1,,REP,FOR,122,60,62
Medina,4C,PROPOSITION 1,,REP,AGAINST,43,23,20
Medina,4C,PROPOSITION 2,,REP,FOR,106,51,55
Medina,4C,PROPOSITION 2,,REP,AGAINST,57,33,24
Medina,4C,PROPOSITION 3,,REP,FOR,136,69,67
Medina,4C,PROPOSITION 3,,REP,AGAINST,26,14,12
Medina,4C,PROPOSITION 4,,REP,FOR,154,78,76
Medina,4C,PROPOSITION 4,,REP,AGAINST,6,2,4
Medina,4C,REFERENDA ITEM 1,,DEM,FOR,70,17,53
Medina,4C,REFERENDA ITEM 1,,DEM,AGAINST,9,1,8
Medina,4C,REFERENDA ITEM 2,,DEM,FOR,75,17,58
Medina,4C,REFERENDA ITEM 2,,DEM,AGAINST,5,1,4
Medina,4C,REFERENDA ITEM 3,,DEM,FOR,71,16,55
Medina,4C,REFERENDA ITEM 3,,DEM,AGAINST,7,2,5
Medina,4C,REFERENDA ITEM 4,,DEM,FOR,75,16,59
Medina,4C,REFERENDA ITEM 4,,DEM,AGAINST,4,2,2
Medina,4C,REFERENDA ITEM 5,,DEM,FOR,52,15,37
Medina,4C,REFERENDA ITEM 5,,DEM,AGAINST,29,3,26
Medina,4C,REFERENDA ITEM 6,,DEM,FOR,75,16,59
Medina,4C,REFERENDA ITEM 6,,DEM,AGAINST,6,2,4
